Iteração,x1,x2,x3,"f(x1,x2,x3)"
0,-3.9,-4.0,-4.0,47.21
1,-3.9000000000000004,-3.9000000000000004,-3.9000000000000004,45.63000000000001
2,-3.9000000000000004,-3.9000000000000004,-3.9000000000000004,45.63000000000001
3,-3.666666666666668,-3.9666666666666677,-3.9333333333333336,44.65000000000002
4,-3.6333333333333355,-3.7333333333333343,-3.866666666666667,42.090000000000025
5,-3.6333333333333355,-3.7333333333333343,-3.866666666666667,42.090000000000025
6,-3.1000000000000045,-3.766666666666669,-3.7666666666666675,37.98555555555561
7,-3.000000000000005,-3.433333333333335,-3.533333333333335,33.272222222222275
8,-3.000000000000005,-3.433333333333335,-3.533333333333335,33.272222222222275
9,-1.7222222222222343,-3.1555555555555603,-3.2444444444444467,23.450000000000088
10,-1.4111111111111252,-2.4777777777777827,-2.9222222222222265,16.67000000000009
11,-0.35555555555557383,-2.22222222222223,-2.3444444444444503,10.561111111111185
12,0.6740740740740492,-1.803703703703714,-2.140740740740747,8.290493827160525
13,0.9938271604938009,-1.1802469135802571,-1.6938271604938362,5.249725651577506
14,0.9938271604938009,-1.1802469135802571,-1.6938271604938362,5.249725651577506
15,0.9938271604938009,-1.1802469135802571,-1.6938271604938362,5.249725651577506
16,0.9938271604938009,-1.1802469135802571,-1.6938271604938362,5.249725651577506
17,0.9938271604938009,-1.1802469135802571,-1.6938271604938362,5.249725651577506
18,1.3498958492099509,-0.5835898999136413,-1.2191688258903741,3.6491686010183817
19,1.3498958492099509,-0.5835898999136413,-1.2191688258903741,3.6491686010183817
20,1.3498958492099509,-0.5835898999136413,-1.2191688258903741,3.6491686010183817
21,0.1846664069952998,-0.5646925999311377,-1.4553720921043094,2.471087340765616
22,0.1846664069952998,-0.5646925999311377,-1.4553720921043094,2.471087340765616
23,1.2296679531060897,0.15229755827394187,-0.7430720751065025,2.0874339299554086
24,0.00838976794537516,0.33739938519358464,-0.7282512389271345,0.6442586003340924
25,0.00838976794537516,0.33739938519358464,-0.7282512389271345,0.6442586003340924
26,0.00838976794537516,0.33739938519358464,-0.7282512389271345,0.6442586003340924
27,0.00838976794537516,0.33739938519358464,-0.7282512389271345,0.6442586003340924
28,0.00838976794537516,0.33739938519358464,-0.7282512389271345,0.6442586003340924
29,0.00838976794537516,0.33739938519358464,-0.7282512389271345,0.6442586003340924
30,0.00838976794537516,0.33739938519358464,-0.7282512389271345,0.6442586003340924
31,0.00838976794537516,0.33739938519358464,-0.7282512389271345,0.6442586003340924
32,0.00838976794537516,0.33739938519358464,-0.7282512389271345,0.6442586003340924
33,-0.12740501793050632,0.5022110693791693,-0.5209720648378547,0.5398598891422592
34,-0.09744748885202975,0.16346603527900433,-0.5601551275457601,0.34999092468921
35,-0.09744748885202975,0.16346603527900433,-0.5601551275457601,0.34999092468921
36,-0.08396706057671274,0.39633274715436445,-0.19647557922907877,0.20273276696222073
37,0.2310604685288438,-0.039168943441609705,-0.2865374417988626,0.1370268517997374
38,-0.12456770269650612,-0.058367853555520655,-0.12359456768273447,0.03419953604444587
39,-0.12456770269650612,-0.058367853555520655,-0.12359456768273447,0.03419953604444587
40,-0.12456770269650612,-0.058367853555520655,-0.12359456768273447,0.03419953604444587
41,-0.12456770269650612,-0.058367853555520655,-0.12359456768273447,0.03419953604444587
42,0.014003829561313044,0.09148557299975638,-0.09184957323397375,0.01700206141273916
43,0.014003829561313044,0.09148557299975638,-0.09184957323397375,0.01700206141273916
44,0.019249870470301814,0.029709527447673974,0.06222643611715723,0.005125342886130141
45,0.019249870470301814,0.029709527447673974,0.06222643611715723,0.005125342886130141
46,0.019249870470301814,0.029709527447673974,0.06222643611715723,0.005125342886130141
47,-0.012784649326024716,0.056705729270136285,-0.03528414399451141,0.004623957807872831
48,-0.0470162383925875,0.01952707490112643,-0.010731952918904039,0.002707008140236393
49,-0.0470162383925875,0.01952707490112643,-0.010731952918904039,0.002707008140236393
50,0.005597878184850405,0.03287683502953968,0.01722949499932874,0.0014090780196638858
51,0.008931439465406126,-0.0005033735410565829,0.01475834442007201,0.00029783272586752054
52,0.008931439465406126,-0.0005033735410565829,0.01475834442007201,0.00029783272586752054
53,0.008931439465406126,-0.0005033735410565829,0.01475834442007201,0.00029783272586752054
54,0.008931439465406126,-0.0005033735410565829,0.01475834442007201,0.00029783272586752054
55,0.008931439465406126,-0.0005033735410565829,0.01475834442007201,0.00029783272586752054
56,-0.00805556686904849,0.011344093239652847,-0.0034605436197220067,0.0002055559711556478
57,-0.0012396534528253836,0.0022808649495677322,-0.009147767960562459,9.042074426156155e-05
58,-0.0012396534528253836,0.0022808649495677322,-0.009147767960562459,9.042074426156155e-05
59,0.002235163859856541,0.001016472793662815,0.006968152100166238,5.4584318111716633e-05
60,-0.004543217519219929,0.005218936109685858,-0.00040317596641606217,4.8040670403825363e-05
61,-0.0026353419763007584,-0.0015886214265509024,0.00464063015606422,3.100419361432204e-05
62,-0.0014437259990233828,0.0019148970542501613,-0.00270628293197883,1.3075142796551943e-05
63,-0.0014437259990233828,0.0019148970542501613,-0.00270628293197883,1.3075142796551943e-05
64,-0.0014437259990233828,0.0019148970542501613,-0.00270628293197883,1.3075142796551943e-05
65,-0.002112319213000224,0.00024734302988270495,0.0026164823155550806,1.1369050739653919e-05
66,0.0004210237879003799,-0.0005061347601730977,0.0016889653314253032,3.2860373161900473e-06
67,0.0004210237879003799,-0.0005061347601730977,0.0016889653314253032,3.2860373161900473e-06
68,0.0004210237879003799,-0.0005061347601730977,0.0016889653314253032,3.2860373161900473e-06
69,-0.0014975532483484247,0.00012785245693573957,0.0009640261769925472,3.1883584523102897e-06
70,-0.0012811687266574092,-8.396636087935007e-05,-0.0010745977678507813,2.8032040185941704e-06
71,-0.0012811687266574092,-8.396636087935007e-05,-0.0010745977678507813,2.8032040185941704e-06
