Iteração,x1,x2,x3,"f(x1,x2,x3)"
0,-0.9,-1.0,-1.0,6.859999999999999
1,-0.9,-1.2000000000000002,-0.9,6.21
2,-0.7999999999999997,-1.2,-0.7999999999999997,5.5699999999999985
3,-0.5999999999999998,-1.4000000000000006,-0.8999999999999997,4.879999999999997
4,-0.49999999999999944,-1.8000000000000005,-0.5999999999999991,3.4999999999999964
5,-0.09999999999999887,-2.000000000000001,-0.49999999999999845,2.209999999999994
6,0.4000000000000015,-2.8000000000000025,-0.3999999999999978,1.8099999999999983
7,0.4666666666666685,-3.0000000000000027,-0.0999999999999972,1.6444444444444444
8,0.4666666666666685,-3.0000000000000027,-0.0999999999999972,1.6444444444444444
9,0.6333333333333353,-3.0000000000000027,-0.19999999999999718,1.6244444444444444
10,0.20000000000000145,-2.4666666666666686,-0.3666666666666646,1.6088888888888846
11,0.5000000000000023,-2.866666666666669,0.13333333333333663,1.1355555555555545
12,0.4000000000000021,-2.3333333333333344,-0.23333333333333073,1.0088888888888832
13,0.4000000000000021,-2.3333333333333344,-0.23333333333333073,1.0088888888888832
14,0.6000000000000034,-2.377777777777777,0.5222222222222265,0.30320987654320664
15,0.6000000000000034,-2.377777777777777,0.5222222222222265,0.30320987654320664
16,0.9000000000000042,-1.9185185185185136,0.4148148148148194,0.02389574759945047
17,0.9000000000000042,-1.9185185185185136,0.4148148148148194,0.02389574759945047
18,0.9000000000000042,-1.9185185185185136,0.4148148148148194,0.02389574759945047
19,0.9000000000000042,-1.9185185185185136,0.4148148148148194,0.02389574759945047
20,0.9000000000000042,-1.9185185185185136,0.4148148148148194,0.02389574759945047
21,0.9000000000000042,-1.9185185185185136,0.4148148148148194,0.02389574759945047
22,0.9000000000000042,-1.9185185185185136,0.4148148148148194,0.02389574759945047
23,0.9000000000000042,-1.9185185185185136,0.4148148148148194,0.02389574759945047
24,0.9000000000000042,-1.9185185185185136,0.4148148148148194,0.02389574759945047
25,0.9000000000000042,-1.9185185185185136,0.4148148148148194,0.02389574759945047
26,0.9000000000000042,-1.9185185185185136,0.4148148148148194,0.02389574759945047
27,0.9000000000000042,-1.9185185185185136,0.4148148148148194,0.02389574759945047
28,0.9332353744347959,-1.970662277621559,0.5366369941539847,0.006660486521855495
29,0.9332353744347959,-1.970662277621559,0.5366369941539847,0.006660486521855495
30,0.9332353744347959,-1.970662277621559,0.5366369941539847,0.006660486521855495
31,0.9759034722339873,-1.9933172725797634,0.5225958774529075,0.001135875174018214
32,0.9759034722339873,-1.9933172725797634,0.5225958774529075,0.001135875174018214
33,0.9759034722339873,-1.9933172725797634,0.5225958774529075,0.001135875174018214
34,0.9759034722339873,-1.9933172725797634,0.5225958774529075,0.001135875174018214
35,0.9759034722339873,-1.9933172725797634,0.5225958774529075,0.001135875174018214
36,0.9759034722339873,-1.9933172725797634,0.5225958774529075,0.001135875174018214
37,1.0235870708900046,-2.0050875226901352,0.5035382006515793,0.0005947516641435774
38,1.0235870708900046,-2.0050875226901352,0.5035382006515793,0.0005947516641435774
39,0.9929730316978133,-1.990588863212841,0.48690750497924834,0.00030936120501496146
40,0.9929730316978133,-1.990588863212841,0.48690750497924834,0.00030936120501496146
41,0.9882211731313209,-1.9981219280167146,0.5092741595091468,0.00022827795137781703
42,1.0061686561662155,-2.0028461206263306,0.5007013142514105,4.6644563195844964e-05
43,1.0061686561662155,-2.0028461206263306,0.5007013142514105,4.6644563195844964e-05
44,1.0061686561662155,-2.0028461206263306,0.5007013142514105,4.6644563195844964e-05
45,1.0061686561662155,-2.0028461206263306,0.5007013142514105,4.6644563195844964e-05
46,1.0061686561662155,-2.0028461206263306,0.5007013142514105,4.6644563195844964e-05
47,0.9975421335170969,-1.9976185288038941,0.4983243879695583,1.4520188382221545e-05
48,0.9976665401996068,-1.9989911106421634,0.5018338807340039,9.82601092295796e-06
49,0.9976665401996068,-1.9989911106421634,0.5018338807340039,9.82601092295796e-06
50,1.0016581860365612,-2.001772992997898,0.5002699597532382,5.965963370810366e-06
51,1.0016581860365612,-2.001772992997898,0.5002699597532382,5.965963370810366e-06
52,0.9982576956247241,-1.9993491845205953,0.4994711915560336,3.738823694748481e-06
53,0.9982576956247241,-1.9993491845205953,0.4994711915560336,3.738823694748481e-06
54,0.998951456089969,-1.9992826029689321,0.5010904449888638,2.8031731051861616e-06
55,1.0002078400983967,-1.9988675175988757,0.5007885375939722,1.947505432465313e-06
56,1.0003985916537956,-2.000469714013683,0.500360008899764,5.091129690350955e-07
57,1.0003985916537956,-2.000469714013683,0.500360008899764,5.091129690350955e-07
58,1.0003985916537956,-2.000469714013683,0.500360008899764,5.091129690350955e-07
